code_module,code_presentation,id_student,id_site,date,sum_click
CCC,2014J,80868,909013,-1,3
CCC,2014J,80868,909020,-1,3
CCC,2014J,80868,909232,-1,1
CCC,2014J,80868,909087,-1,18
CCC,2014J,80868,909020,-1,1
CCC,2014J,80868,909260,-1,1
CCC,2014J,80868,909093,-1,1
CCC,2014J,80868,909087,-1,1
CCC,2014J,80868,909093,0,1
CCC,2014J,80868,909018,0,3
CCC,2014J,80868,909232,0,1
CCC,2014J,80868,909077,0,199
CCC,2014J,80868,909077,0,12
CCC,2014J,80868,909071,0,4
CCC,2014J,80868,909020,0,6
CCC,2014J,80868,909013,0,16
CCC,2014J,80868,909019,0,2
CCC,2014J,80868,909231,0,2
CCC,2014J,80868,909229,0,1
CCC,2014J,80868,909071,0,1
CCC,2014J,80868,909020,0,13
CCC,2014J,80868,909018,0,3
CCC,2014J,80868,909018,1,2
CCC,2014J,80868,909020,1,3
CCC,2014J,80868,909077,1,6
CCC,2014J,80868,909284,1,1
CCC,2014J,80868,909077,1,127
CCC,2014J,80868,909019,1,5
CCC,2014J,80868,909020,1,5
CCC,2014J,80868,909013,1,14
CCC,2014J,80868,909020,2,7
CCC,2014J,80868,909018,2,1
CCC,2014J,80868,909020,2,3
CCC,2014J,80868,909270,2,1
CCC,2014J,80868,909231,2,1
CCC,2014J,80868,909283,2,1
CCC,2014J,80868,909013,2,4
CCC,2014J,80868,909281,2,1
CCC,2014J,80868,909020,3,1
CCC,2014J,80868,909013,3,5
CCC,2014J,80868,909019,3,1
CCC,2014J,80868,909019,3,1
CCC,2014J,80868,909020,3,2
CCC,2014J,80868,909018,3,1
CCC,2014J,80868,909093,5,2
CCC,2014J,80868,909019,5,4
CCC,2014J,80868,909093,5,22
CCC,2014J,80868,909093,5,1
CCC,2014J,80868,909087,5,66
CCC,2014J,80868,909232,5,2
CCC,2014J,80868,909087,5,2
CCC,2014J,80868,909020,5,9
CCC,2014J,80868,909013,5,13
CCC,2014J,80868,909018,5,2
CCC,2014J,80868,909020,5,21
CCC,2014J,80868,909019,5,3
CCC,2014J,80868,909018,5,4
CCC,2014J,80868,909093,6,53
CCC,2014J,80868,909094,6,1
CCC,2014J,80868,909234,6,2
CCC,2014J,80868,909020,6,7
CCC,2014J,80868,909018,6,1
CCC,2014J,80868,909094,6,2
CCC,2014J,80868,909019,6,2
CCC,2014J,80868,909013,6,29
CCC,2014J,80868,909020,6,12
CCC,2014J,80868,909094,6,18
CCC,2014J,80868,909093,6,4
CCC,2014J,80868,909071,6,5
CCC,2014J,80868,909019,6,3
CCC,2014J,80868,909071,6,57
CCC,2014J,80868,909232,6,6
CCC,2014J,80868,909018,6,2
CCC,2014J,80868,909087,6,3
CCC,2014J,80868,909087,6,70
CCC,2014J,80868,909260,6,2
CCC,2014J,80868,909327,6,1
CCC,2014J,80868,909020,7,9
CCC,2014J,80868,909013,7,9
CCC,2014J,80868,909020,7,6
CCC,2014J,80868,909019,7,5
CCC,2014J,80868,909019,7,2
CCC,2014J,80868,909018,7,1
CCC,2014J,80868,909018,7,1
CCC,2014J,80868,909099,8,2
CCC,2014J,80868,909099,8,3
CCC,2014J,80868,909093,8,23
CCC,2014J,80868,909020,8,14
CCC,2014J,80868,909260,8,1
CCC,2014J,80868,909019,8,3
CCC,2014J,80868,909232,8,4
CCC,2014J,80868,909019,8,1
CCC,2014J,80868,909071,8,3
CCC,2014J,80868,909018,8,7
CCC,2014J,80868,909071,8,4
CCC,2014J,80868,909093,8,3
CCC,2014J,80868,909020,8,14
CCC,2014J,80868,909087,8,1
CCC,2014J,80868,909087,8,19
CCC,2014J,80868,909099,8,1
CCC,2014J,80868,909013,8,19
CCC,2014J,80868,909018,8,7
CCC,2014J,80868,909013,9,4
CCC,2014J,80868,909093,9,45
CCC,2014J,80868,909020,9,9
CCC,2014J,80868,909260,9,15
CCC,2014J,80868,909020,9,6
CCC,2014J,80868,909093,9,2
CCC,2014J,80868,909232,9,3
CCC,2014J,80868,909018,10,1
CCC,2014J,80868,909016,10,1
CCC,2014J,80868,909013,10,12
CCC,2014J,80868,909087,10,9
CCC,2014J,80868,909019,10,2
CCC,2014J,80868,909016,10,1
CCC,2014J,80868,909019,10,4
CCC,2014J,80868,909018,10,4
CCC,2014J,80868,909020,10,3
CCC,2014J,80868,909087,10,2
CCC,2014J,80868,909020,10,7
CCC,2014J,80868,909033,11,1
CCC,2014J,80868,909018,11,13
CCC,2014J,80868,909283,11,1
CCC,2014J,80868,909092,11,1
CCC,2014J,80868,909013,11,40
CCC,2014J,80868,909020,11,16
CCC,2014J,80868,909267,11,2
CCC,2014J,80868,909093,11,2
CCC,2014J,80868,909060,11,1
CCC,2014J,80868,909234,11,6
CCC,2014J,80868,909093,11,21
CCC,2014J,80868,909243,11,2
CCC,2014J,80868,909242,11,1
CCC,2014J,80868,909256,11,1
CCC,2014J,80868,909237,11,1
CCC,2014J,80868,909060,11,25
CCC,2014J,80868,909236,11,2
CCC,2014J,80868,909235,11,1
CCC,2014J,80868,909297,11,1
CCC,2014J,80868,909062,11,1
CCC,2014J,80868,909232,11,4
CCC,2014J,80868,909335,11,1
CCC,2014J,80868,909020,11,13
CCC,2014J,80868,909018,11,6
CCC,2014J,80868,909019,11,12
CCC,2014J,80868,909338,11,2
CCC,2014J,80868,909268,11,1
CCC,2014J,80868,909282,11,2
CCC,2014J,80868,909339,11,1
CCC,2014J,80868,909298,11,1
CCC,2014J,80868,909349,11,2
CCC,2014J,80868,909280,11,1
CCC,2014J,80868,909231,11,5
CCC,2014J,80868,909019,11,11
CCC,2014J,80868,909343,11,1
CCC,2014J,80868,909018,12,6
CCC,2014J,80868,909013,12,8
CCC,2014J,80868,909018,12,3
CCC,2014J,80868,909019,12,1
CCC,2014J,80868,909019,12,1
CCC,2014J,80868,909020,12,6
CCC,2014J,80868,909020,12,5
CCC,2014J,80868,909093,13,73
CCC,2014J,80868,909018,13,6
CCC,2014J,80868,909260,13,1
CCC,2014J,80868,909093,13,3
CCC,2014J,80868,909020,13,3
CCC,2014J,80868,909019,13,1
CCC,2014J,80868,909018,13,5
CCC,2014J,80868,909232,13,4
CCC,2014J,80868,909013,13,15
CCC,2014J,80868,909020,13,2
CCC,2014J,80868,909019,13,3
CCC,2014J,80868,909019,14,5
CCC,2014J,80868,909018,14,2
CCC,2014J,80868,909020,14,8
CCC,2014J,80868,909018,14,2
CCC,2014J,80868,909013,14,14
CCC,2014J,80868,909020,14,4
CCC,2014J,80868,909019,14,4
CCC,2014J,80868,909087,14,3
CCC,2014J,80868,909087,14,43
CCC,2014J,80868,909298,15,1
CCC,2014J,80868,909018,15,6
CCC,2014J,80868,909327,15,1
CCC,2014J,80868,909270,15,3
CCC,2014J,80868,909300,15,2
CCC,2014J,80868,909093,15,12
CCC,2014J,80868,909019,15,6
CCC,2014J,80868,909018,15,37
CCC,2014J,80868,909013,15,30
CCC,2014J,80868,909260,15,1
CCC,2014J,80868,909093,15,1
CCC,2014J,80868,909235,15,2
CCC,2014J,80868,909019,15,8
CCC,2014J,80868,909020,15,13
CCC,2014J,80868,909020,15,31
CCC,2014J,80868,909232,15,2
CCC,2014J,80868,909231,15,3
CCC,2014J,80868,909018,16,8
CCC,2014J,80868,909232,16,8
CCC,2014J,80868,909093,16,1
CCC,2014J,80868,909018,16,8
CCC,2014J,80868,909019,16,3
CCC,2014J,80868,909267,16,1
CCC,2014J,80868,909019,16,6
CCC,2014J,80868,909093,16,40
CCC,2014J,80868,909071,16,2
CCC,2014J,80868,909345,16,1
CCC,2014J,80868,909013,16,22
CCC,2014J,80868,909338,16,1
CCC,2014J,80868,909020,16,6
CCC,2014J,80868,909093,16,1
CCC,2014J,80868,909020,16,9
CCC,2014J,80868,909071,16,14
CCC,2014J,80868,909231,16,1
CCC,2014J,80868,909236,16,1
CCC,2014J,80868,909093,16,18
CCC,2014J,80868,909093,16,8
CCC,2014J,80868,909260,16,1
CCC,2014J,80868,909232,17,1
CCC,2014J,80868,909013,17,9
CCC,2014J,80868,909018,17,7
CCC,2014J,80868,909018,17,2
CCC,2014J,80868,909019,17,4
CCC,2014J,80868,909019,17,2
CCC,2014J,80868,909338,17,1
CCC,2014J,80868,909020,17,7
CCC,2014J,80868,909020,17,3
CCC,2014J,80868,909260,17,2
CCC,2014J,80868,909020,18,10
CCC,2014J,80868,909232,18,1
CCC,2014J,80868,909093,18,1
CCC,2014J,80868,909019,18,3
CCC,2014J,80868,909020,18,10
CCC,2014J,80868,909093,18,1
CCC,2014J,80868,909018,18,7
CCC,2014J,80868,909018,18,10
CCC,2014J,80868,909013,18,18
CCC,2014J,80868,909019,18,2
CCC,2014J,80868,909094,18,1
CCC,2014J,80868,909094,18,39
CCC,2014J,80868,909093,19,8
CCC,2014J,80868,909013,19,18
CCC,2014J,80868,909020,19,5
CCC,2014J,80868,909232,19,2
CCC,2014J,80868,909018,19,2
CCC,2014J,80868,909093,19,4
CCC,2014J,80868,909018,19,8
CCC,2014J,80868,909020,19,6
CCC,2014J,80868,909094,20,8
CCC,2014J,80868,909018,20,8
CCC,2014J,80868,909019,20,3
CCC,2014J,80868,909020,20,9
CCC,2014J,80868,909093,20,6
CCC,2014J,80868,909018,20,3
CCC,2014J,80868,909020,20,4
CCC,2014J,80868,909232,20,1
CCC,2014J,80868,909094,20,1
CCC,2014J,80868,909019,20,4
CCC,2014J,80868,909013,20,19
CCC,2014J,80868,909093,20,1
CCC,2014J,80868,909093,21,30
CCC,2014J,80868,909019,21,1
CCC,2014J,80868,909019,21,1
CCC,2014J,80868,909020,21,9
CCC,2014J,80868,909020,21,12
CCC,2014J,80868,909018,21,8
CCC,2014J,80868,909018,21,4
CCC,2014J,80868,909013,21,24
CCC,2014J,80868,909232,21,4
CCC,2014J,80868,909093,21,5
CCC,2014J,80868,909094,22,1
CCC,2014J,80868,909092,22,16
CCC,2014J,80868,909087,22,3
CCC,2014J,80868,909020,22,4
CCC,2014J,80868,909018,22,7
CCC,2014J,80868,909087,22,1
CCC,2014J,80868,909092,22,1
CCC,2014J,80868,909092,22,1
CCC,2014J,80868,909020,22,5
CCC,2014J,80868,909019,22,3
CCC,2014J,80868,909094,22,18
CCC,2014J,80868,909232,22,1
CCC,2014J,80868,909013,22,14
CCC,2014J,80868,909018,22,5
CCC,2014J,80868,909019,22,2
CCC,2014J,80868,909019,23,8
CCC,2014J,80868,909020,23,3
CCC,2014J,80868,909018,23,4
CCC,2014J,80868,909013,23,18
CCC,2014J,80868,909020,23,4
CCC,2014J,80868,909018,23,14
CCC,2014J,80868,909019,23,7
CCC,2014J,80868,909018,24,9
CCC,2014J,80868,909013,24,6
CCC,2014J,80868,909018,24,3
CCC,2014J,80868,909020,24,1
CCC,2014J,80868,909020,24,1
CCC,2014J,80868,909018,25,4
CCC,2014J,80868,909020,25,2
CCC,2014J,80868,909013,25,4
CCC,2014J,80868,909018,25,4
CCC,2014J,80868,909020,25,3
CCC,2014J,80868,909020,26,1
CCC,2014J,80868,909020,26,1
CCC,2014J,80868,909019,26,2
CCC,2014J,80868,909018,26,4
CCC,2014J,80868,909018,26,5
CCC,2014J,80868,909013,26,17
CCC,2014J,80868,909019,26,2
CCC,2014J,80868,909342,27,1
CCC,2014J,80868,909232,27,2
CCC,2014J,80868,909066,27,14
CCC,2014J,80868,909018,27,2
CCC,2014J,80868,909260,27,5
CCC,2014J,80868,909018,27,7
CCC,2014J,80868,909013,27,15
CCC,2014J,80868,909327,27,1
CCC,2014J,80868,909283,27,1
CCC,2014J,80868,909093,27,1
CCC,2014J,80868,909019,27,3
CCC,2014J,80868,909016,27,3
CCC,2014J,80868,909231,27,1
CCC,2014J,80868,909019,27,6
CCC,2014J,80868,909093,27,1
CCC,2014J,80868,909016,27,1
CCC,2014J,80868,909066,27,1
CCC,2014J,80868,909013,28,8
CCC,2014J,80868,909232,28,1
CCC,2014J,80868,909019,28,3
CCC,2014J,80868,909016,28,1
CCC,2014J,80868,909260,28,2
CCC,2014J,80868,909018,28,5
CCC,2014J,80868,909018,28,14
CCC,2014J,80868,909019,28,1
CCC,2014J,80868,909016,28,1
CCC,2014J,80868,909019,29,5
CCC,2014J,80868,909019,29,4
CCC,2014J,80868,909020,29,10
CCC,2014J,80868,909018,29,6
CCC,2014J,80868,909018,29,4
CCC,2014J,80868,909013,29,19
CCC,2014J,80868,909020,29,5
CCC,2014J,80868,909018,30,14
CCC,2014J,80868,909018,30,6
CCC,2014J,80868,909232,30,1
CCC,2014J,80868,909013,30,24
CCC,2014J,80868,909019,30,6
CCC,2014J,80868,909019,30,5
CCC,2014J,80868,909020,30,14
CCC,2014J,80868,909338,30,1
CCC,2014J,80868,909020,30,7
CCC,2014J,80868,909232,31,1
CCC,2014J,80868,909020,31,7
CCC,2014J,80868,909338,31,1
CCC,2014J,80868,909018,31,12
CCC,2014J,80868,909260,31,1
CCC,2014J,80868,909019,31,5
CCC,2014J,80868,909327,31,1
CCC,2014J,80868,909019,31,4
CCC,2014J,80868,909013,31,15
CCC,2014J,80868,909244,31,1
CCC,2014J,80868,909020,31,6
CCC,2014J,80868,909018,31,7
CCC,2014J,80868,909232,32,1
CCC,2014J,80868,909020,32,11
CCC,2014J,80868,909020,32,7
CCC,2014J,80868,909018,32,3
CCC,2014J,80868,909013,32,16
CCC,2014J,80868,909018,32,2
CCC,2014J,80868,909019,32,3
CCC,2014J,80868,909019,32,2
CCC,2014J,80868,909338,32,1
CCC,2014J,80868,909095,33,1
CCC,2014J,80868,909066,33,55
CCC,2014J,80868,909095,33,1
CCC,2014J,80868,909018,33,2
CCC,2014J,80868,909094,33,1
CCC,2014J,80868,909094,33,17
CCC,2014J,80868,909013,33,15
CCC,2014J,80868,909019,33,4
CCC,2014J,80868,909020,33,5
CCC,2014J,80868,909267,33,1
CCC,2014J,80868,909019,33,4
CCC,2014J,80868,909020,33,9
CCC,2014J,80868,909066,33,1
CCC,2014J,80868,909095,33,7
CCC,2014J,80868,909018,33,1
CCC,2014J,80868,909073,34,1
CCC,2014J,80868,909018,34,1
CCC,2014J,80868,909244,34,1
CCC,2014J,80868,909020,34,2
CCC,2014J,80868,909013,34,13
CCC,2014J,80868,909020,34,5
CCC,2014J,80868,909013,35,11
CCC,2014J,80868,909018,35,1
CCC,2014J,80868,909019,35,2
CCC,2014J,80868,909020,35,3
CCC,2014J,80868,909019,35,2
CCC,2014J,80868,909018,35,2
CCC,2014J,80868,909020,35,6
CCC,2014J,80868,909099,36,1
CCC,2014J,80868,909095,36,5
CCC,2014J,80868,909019,36,2
CCC,2014J,80868,909020,36,7
CCC,2014J,80868,909018,36,2
CCC,2014J,80868,909244,36,2
CCC,2014J,80868,909013,36,23
CCC,2014J,80868,909020,36,4
CCC,2014J,80868,909018,36,1
CCC,2014J,80868,909073,36,4
CCC,2014J,80868,909019,36,10
CCC,2014J,80868,909095,36,1
CCC,2014J,80868,909073,37,1
CCC,2014J,80868,909232,37,1
CCC,2014J,80868,909020,37,8
CCC,2014J,80868,909244,37,1
CCC,2014J,80868,909013,37,22
CCC,2014J,80868,909019,37,5
CCC,2014J,80868,909073,37,1
CCC,2014J,80868,909093,37,1
CCC,2014J,80868,909020,37,7
CCC,2014J,80868,909019,37,10
CCC,2014J,80868,909093,37,1
CCC,2014J,80868,909020,38,3
CCC,2014J,80868,909020,38,4
CCC,2014J,80868,909019,38,3
CCC,2014J,80868,909019,38,8
CCC,2014J,80868,909013,38,8
CCC,2014J,80868,909020,39,8
CCC,2014J,80868,909020,39,4
CCC,2014J,80868,909013,39,20
CCC,2014J,80868,909066,39,2
CCC,2014J,80868,909019,39,1
CCC,2014J,80868,909019,39,1
CCC,2014J,80868,909018,39,5
CCC,2014J,80868,909066,39,18
CCC,2014J,80868,909016,39,1
CCC,2014J,80868,909018,39,5
CCC,2014J,80868,909016,39,1
CCC,2014J,80868,909016,40,5
CCC,2014J,80868,909068,40,1
CCC,2014J,80868,909019,40,1
CCC,2014J,80868,909073,40,1
CCC,2014J,80868,909013,40,20
CCC,2014J,80868,909016,40,7
CCC,2014J,80868,909018,40,4
CCC,2014J,80868,909020,40,4
CCC,2014J,80868,909068,40,5
CCC,2014J,80868,909244,40,1
CCC,2014J,80868,909299,40,1
CCC,2014J,80868,909020,40,7
CCC,2014J,80868,909073,40,4
CCC,2014J,80868,909018,40,2
CCC,2014J,80868,909019,40,2
CCC,2014J,80868,909020,41,6
CCC,2014J,80868,909016,41,1
CCC,2014J,80868,909283,41,1
CCC,2014J,80868,909342,41,1
CCC,2014J,80868,909231,41,1
CCC,2014J,80868,909018,41,1
CCC,2014J,80868,909327,41,1
CCC,2014J,80868,909066,41,56
CCC,2014J,80868,909232,41,1
CCC,2014J,80868,909016,41,1
CCC,2014J,80868,909020,41,3
CCC,2014J,80868,909018,41,2
CCC,2014J,80868,909013,41,17
CCC,2014J,80868,909066,41,4
CCC,2014J,80868,909016,42,1
CCC,2014J,80868,909061,42,8
CCC,2014J,80868,909018,42,3
CCC,2014J,80868,909016,42,1
CCC,2014J,80868,909020,42,4
CCC,2014J,80868,909244,42,2
CCC,2014J,80868,909061,42,5
CCC,2014J,80868,909018,42,2
CCC,2014J,80868,909020,42,4
CCC,2014J,80868,909013,42,22
CCC,2014J,80868,909013,43,24
CCC,2014J,80868,909092,43,1
CCC,2014J,80868,909016,43,1
CCC,2014J,80868,909232,43,1
CCC,2014J,80868,909095,43,10
CCC,2014J,80868,909019,43,5
CCC,2014J,80868,909020,43,3
CCC,2014J,80868,909094,43,153
CCC,2014J,80868,909018,43,4
CCC,2014J,80868,909092,43,31
CCC,2014J,80868,909016,43,1
CCC,2014J,80868,909020,43,2
CCC,2014J,80868,909094,43,3
CCC,2014J,80868,909019,43,3
CCC,2014J,80868,909018,43,5
CCC,2014J,80868,909095,43,1
CCC,2014J,80868,909092,44,1
CCC,2014J,80868,909092,44,25
CCC,2014J,80868,909094,44,2
CCC,2014J,80868,909020,44,4
CCC,2014J,80868,909018,44,1
CCC,2014J,80868,909018,44,1
CCC,2014J,80868,909020,44,3
CCC,2014J,80868,909019,44,3
CCC,2014J,80868,909094,44,12
CCC,2014J,80868,909013,44,15
CCC,2014J,80868,909232,44,1
CCC,2014J,80868,909019,44,3
CCC,2014J,80868,909020,45,1
CCC,2014J,80868,909020,45,1
CCC,2014J,80868,909018,45,2
CCC,2014J,80868,909019,45,3
CCC,2014J,80868,909013,45,9
CCC,2014J,80868,909019,45,2
CCC,2014J,80868,909018,45,2
CCC,2014J,80868,909020,46,4
CCC,2014J,80868,909092,46,33
CCC,2014J,80868,909019,46,5
CCC,2014J,80868,909066,46,141
CCC,2014J,80868,909232,46,2
CCC,2014J,80868,909092,46,1
CCC,2014J,80868,909019,46,5
CCC,2014J,80868,909013,46,22
CCC,2014J,80868,909327,46,1
CCC,2014J,80868,909066,46,5
CCC,2014J,80868,909020,46,3
CCC,2014J,80868,909013,47,20
CCC,2014J,80868,909066,47,19
CCC,2014J,80868,909018,47,2
CCC,2014J,80868,909068,47,1
CCC,2014J,80868,909019,47,1
CCC,2014J,80868,909020,47,1
CCC,2014J,80868,909327,47,1
CCC,2014J,80868,909020,47,1
CCC,2014J,80868,909068,47,3
CCC,2014J,80868,909232,47,1
CCC,2014J,80868,909019,47,1
CCC,2014J,80868,909066,47,158
CCC,2014J,80868,909018,47,3
CCC,2014J,80868,909020,49,3
CCC,2014J,80868,909019,49,1
CCC,2014J,80868,909020,49,8
CCC,2014J,80868,909016,49,1
CCC,2014J,80868,909013,49,11
CCC,2014J,80868,909016,49,1
CCC,2014J,80868,909018,49,1
CCC,2014J,80868,909018,49,2
CCC,2014J,80868,909019,49,1
CCC,2014J,80868,909094,50,8
CCC,2014J,80868,909013,50,15
CCC,2014J,80868,909020,50,5
CCC,2014J,80868,909016,50,1
CCC,2014J,80868,909019,50,1
CCC,2014J,80868,909020,50,7
CCC,2014J,80868,909016,50,2
CCC,2014J,80868,909018,50,1
CCC,2014J,80868,909095,50,1
CCC,2014J,80868,909019,50,2
CCC,2014J,80868,909018,50,1
CCC,2014J,80868,909095,50,14
CCC,2014J,80868,909092,50,2
CCC,2014J,80868,909092,50,24
CCC,2014J,80868,909232,50,2
CCC,2014J,80868,909094,50,1
CCC,2014J,80868,909018,51,5
CCC,2014J,80868,909020,51,6
CCC,2014J,80868,909013,51,11
CCC,2014J,80868,909020,51,6
CCC,2014J,80868,909018,51,5
CCC,2014J,80868,909020,53,1
CCC,2014J,80868,909013,53,7
CCC,2014J,80868,909019,53,1
CCC,2014J,80868,909087,53,1
CCC,2014J,80868,909019,53,1
CCC,2014J,80868,909016,53,2
CCC,2014J,80868,909016,53,4
CCC,2014J,80868,909020,53,1
CCC,2014J,80868,909020,54,4
CCC,2014J,80868,909019,54,1
CCC,2014J,80868,909020,54,6
CCC,2014J,80868,909013,54,12
CCC,2014J,80868,909016,54,3
CCC,2014J,80868,909016,54,9
CCC,2014J,80868,909019,54,2
CCC,2014J,80868,909020,55,1
CCC,2014J,80868,909020,55,1
CCC,2014J,80868,909092,55,23
CCC,2014J,80868,909093,55,1
CCC,2014J,80868,909232,55,2
CCC,2014J,80868,909092,55,2
CCC,2014J,80868,909013,55,8
CCC,2014J,80868,909016,55,2
CCC,2014J,80868,909016,55,2
CCC,2014J,80868,909095,56,36
CCC,2014J,80868,909013,56,15
CCC,2014J,80868,909020,56,2
CCC,2014J,80868,909092,56,2
CCC,2014J,80868,909019,56,4
CCC,2014J,80868,909095,56,1
CCC,2014J,80868,909019,56,4
CCC,2014J,80868,909092,56,27
CCC,2014J,80868,909232,56,2
CCC,2014J,80868,909020,56,1
CCC,2014J,80868,909018,57,2
CCC,2014J,80868,909013,57,25
CCC,2014J,80868,909016,57,2
CCC,2014J,80868,909095,57,37
CCC,2014J,80868,909092,57,7
CCC,2014J,80868,909016,57,2
CCC,2014J,80868,909092,57,71
CCC,2014J,80868,909019,57,3
CCC,2014J,80868,909020,57,2
CCC,2014J,80868,909018,57,2
CCC,2014J,80868,909094,57,12
CCC,2014J,80868,909019,57,3
CCC,2014J,80868,909020,57,2
CCC,2014J,80868,909232,57,7
CCC,2014J,80868,909095,57,3
CCC,2014J,80868,909094,57,1
CCC,2014J,80868,909342,58,1
CCC,2014J,80868,909099,58,7
CCC,2014J,80868,909016,58,2
CCC,2014J,80868,909229,58,1
CCC,2014J,80868,909019,58,1
CCC,2014J,80868,909282,58,1
CCC,2014J,80868,909018,58,1
CCC,2014J,80868,909092,58,2
CCC,2014J,80868,909232,58,2
CCC,2014J,80868,909093,58,1
CCC,2014J,80868,909092,58,3
CCC,2014J,80868,909019,58,1
CCC,2014J,80868,909020,58,3
CCC,2014J,80868,909037,58,3
CCC,2014J,80868,909093,58,10
CCC,2014J,80868,909068,58,22
CCC,2014J,80868,909099,58,1
CCC,2014J,80868,909334,58,1
CCC,2014J,80868,909020,58,3
CCC,2014J,80868,909016,58,3
CCC,2014J,80868,909231,58,1
CCC,2014J,80868,909236,58,1
CCC,2014J,80868,909068,58,5
CCC,2014J,80868,909245,58,3
CCC,2014J,80868,909089,58,1
CCC,2014J,80868,909013,58,34
CCC,2014J,80868,909237,58,1
CCC,2014J,80868,909018,58,1
CCC,2014J,80868,909231,59,1
CCC,2014J,80868,909019,59,3
CCC,2014J,80868,909016,59,2
CCC,2014J,80868,909018,59,2
CCC,2014J,80868,909016,59,1
CCC,2014J,80868,909020,59,2
CCC,2014J,80868,909020,59,1
CCC,2014J,80868,909232,59,1
CCC,2014J,80868,909019,59,3
CCC,2014J,80868,909018,59,1
CCC,2014J,80868,909267,59,1
CCC,2014J,80868,909013,59,14
CCC,2014J,80868,909068,60,3
CCC,2014J,80868,909013,60,18
CCC,2014J,80868,909020,60,7
CCC,2014J,80868,909099,60,1
CCC,2014J,80868,909016,60,1
CCC,2014J,80868,909020,60,4
CCC,2014J,80868,909019,60,1
CCC,2014J,80868,909018,60,2
CCC,2014J,80868,909099,60,5
CCC,2014J,80868,909019,60,1
CCC,2014J,80868,909016,60,1
CCC,2014J,80868,909018,60,2
CCC,2014J,80868,909068,60,4
CCC,2014J,80868,909092,61,14
CCC,2014J,80868,909020,61,12
CCC,2014J,80868,909092,61,1
CCC,2014J,80868,909016,61,3
CCC,2014J,80868,909068,61,35
CCC,2014J,80868,909068,61,3
CCC,2014J,80868,909232,61,1
CCC,2014J,80868,909019,61,1
CCC,2014J,80868,909013,61,19
CCC,2014J,80868,909016,61,3
CCC,2014J,80868,909020,61,6
CCC,2014J,80868,909019,61,1
CCC,2014J,80868,909019,62,1
CCC,2014J,80868,909018,62,1
CCC,2014J,80868,909018,62,3
CCC,2014J,80868,909099,62,13
CCC,2014J,80868,909013,62,11
CCC,2014J,80868,909019,62,1
CCC,2014J,80868,909020,62,9
CCC,2014J,80868,909020,62,6
CCC,2014J,80868,909016,62,2
CCC,2014J,80868,909232,62,1
CCC,2014J,80868,909016,62,2
